"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust","hydro_year","number_samples","number_snames"
"99","g_Christensenellaceae_R-7_group",0.000107616556376724,"Positive",2.30296214063546e-06,"Positive",5.05729565433978e-05,"Positive",3.43057184719098e-05,"Positive",0.000625971788638623,"Positive",0.0616164792109119,0.0331937813018386,4.74994411942862,0.0292992458459598,0.0555388985450193,2002,2108,172
"100","g_Collinsella",7.36177898627769e-05,"Positive",4.36876052657926e-11,"Boundary",0.000164918272449623,"Positive",0.000131327635191235,"Positive",0.000922337678811463,"Positive",0.12762582512042,0.0544429633878708,7.48095295903113,0.00623550610095269,0.0207330577856677,2002,2108,172
"101","g_Family_XIII_AD3011_group",3.57024680872244e-05,"Positive",5.32791246712251e-11,"Boundary",4.68504361368494e-05,"Positive",1.40932764114898e-05,"Positive",0.000526510532848558,"Positive",0.0751824238067675,0.0343566090643172,6.20033303751188,0.0127726277368008,0.0333090095881276,2002,2108,172
"102","g_Libanicoccus",2.19330572463299e-05,"Positive",9.5638670590234e-11,"Boundary",2.88855569349775e-05,"Positive",2.67310930717667e-05,"Positive",0.000197925946681931,"Positive",0.104856986430496,0.0487707361739051,7.18605962837682,0.00734721497926694,0.0222086270964205,2002,2108,172
"103","f_Prevotellaceae",0.000857289879670619,"Positive",1.27660554796113e-09,"Boundary",3.35897225333633e-09,"Boundary",0.00114514200860063,"Positive",0.012615565128784,"Positive",2.29783272238946e-07,1.05923110318658e-08,-1.15771945274901e-06,1,1,2004,1023,216
"104","g_Prevotella_2",0.000230782995956348,"Positive",1.6430134319845e-10,"Boundary",0.000217985861279564,"Positive",0.00013401189703359,"Positive",0.0016236450634083,"Positive",0.0987959093393347,0.0448488271302221,6.11158536634321,0.0134298611519015,0.0343494525615942,2002,2108,172
"105","g_Prevotella_9",0.00206453002282978,"Positive",5.48943477609497e-05,"Positive",0.00230998383543194,"Positive",0.00105065741984306,"Positive",0.0129996532347545,"Positive",0.125001026955797,0.0499521402941564,7.97884007452558,0.00473272560941029,0.0170122298932856,2002,2108,172
"106","g_Rikenellaceae_RC9_gut_group",0.000287291157073872,"Positive",5.31355527284705e-10,"Boundary",0.000921701177326498,"Positive",0.000537660126727764,"Positive",0.0052509173814147,"Positive",0.131717314450246,0.0519013172543528,8.02027205725244,0.00462566212283488,0.0170122298932856,2002,2108,172
"107","g_Ruminococcaceae_UCG-009",1.17926544229005e-05,"Positive",1.24040788121362e-11,"Boundary",4.86643446045866e-05,"Positive",4.98963363700565e-05,"Positive",0.000289975837323591,"Positive",0.12156082147587,0.0595990955413502,4.77277648100426,0.028913160974228,0.0555388985450193,2002,2108,172
"108","g_Ruminococcaceae_UCG-011",5.00250997254653e-06,"Positive",7.7332103741585e-07,"Positive",5.45130977152303e-06,"Positive",4.66590815323599e-06,"Positive",7.64606702980703e-05,"Positive",0.0590264238063025,0.0337073651119669,4.49042210886546,0.0340852605209669,0.0612613466120081,2002,2108,172
"109","o_Mollicutes_RF39",0.00068290856066372,"Positive",0.00013461881517769,"Positive",0.00031457574889206,"Positive",1.24981495287867e-05,"Positive",0.00262387971656252,"Positive",0.0834754771638667,0.0400590776365723,6.46988809124923,0.010971744099573,0.0297804482702696,2003,1390,175
"110","o_WCHB1-41",0.00530533167442934,"Positive",0.0013724444368177,"Positive",0.00158180372734048,"Positive",6.49771273817383e-09,"Boundary",0.017742651942059,"Positive",0.060833367897292,0.0256217659060157,6.54107658416524,0.0105411538688179,0.0292077805115163,2003,1390,175
"111","f_Prevotellaceae",0.000727405471654061,"Positive",0.000121067730485064,"Positive",0.00213655190384795,"Positive",2.81975778124068e-09,"Boundary",0.0169631064771851,"Positive",0.107105349337036,0.0304187966584674,11.4985488894918,0.000696505449432117,0.00544913086908656,2003,1390,175
"112","g_CAG-873",0.000144457119466273,"Positive",6.24131371089491e-06,"Positive",0.000112439632429856,"Positive",2.70367720314646e-05,"Positive",0.00180516134629709,"Positive",0.0536618578402373,0.0373667192887803,2.03725836219746,0.153486065554142,0.189015247395379,2003,1390,175
"113","g_Candidatus_Methanogranum",0.000650610276679552,"Positive",2.70134640885488e-10,"Boundary",0.000839761049409935,"Positive",0.000344351196928168,"Positive",0.00412136040164508,"Positive",0.140992162457278,0.0527726403497464,9.64141501635004,0.00190238626335382,0.0100366256105548,2003,1390,175
"114","g_CAG-873",2.99435807840394e-05,"Positive",1.78516727291069e-06,"Positive",0.000259357481419839,"Positive",0.000163046104708898,"Positive",0.0019762478749787,"Positive",0.106714776742282,0.0564909542408121,4.4407396710485,0.0350910411365832,0.0622281129488742,2004,1023,216
"115","g_Christensenellaceae_R-7_group",6.93080198952917e-05,"Positive",8.24876808893066e-06,"Positive",9.5030658658368e-05,"Positive",9.36927827207302e-06,"Positive",0.000765810693957845,"Positive",0.100267910424078,0.0433949519601983,8.11407522453192,0.00439228736721886,0.0166906919954317,2003,1390,175
"116","g_Collinsella",0.000160285258353198,"Positive",4.36951335528305e-05,"Positive",0.000190337439970822,"Positive",5.82437499503703e-05,"Positive",0.00113517731416563,"Positive",0.119879559826366,0.0570768118172331,4.78399184155023,0.0287254581878995,0.0555388985450193,2003,1390,175
"117","g_Family_XIII_AD3011_group",4.17192003106417e-05,"Positive",7.87548184078661e-11,"Boundary",0.000111504720735715,"Positive",5.91456187457334e-11,"Boundary",0.000778264313841319,"Positive",0.119705971639733,0.0268972711930505,10.3681586400107,0.00128207356914845,0.00741372976942365,2003,1390,175
"118","g_Libanicoccus",4.67779835279259e-06,"Positive",1.07555306480624e-05,"Positive",2.67632838440095e-05,"Positive",1.01374546233757e-05,"Positive",0.000191798626359636,"Positive",0.109625971943269,0.0602606494246919,3.87527213837166,0.049002365070884,0.078521862101537,2003,1390,175
"119","g_Prevotella_2",1.19111439478005e-05,"Positive",1.67871977816962e-06,"Positive",0.000183933367851925,"Positive",5.87936035804686e-05,"Positive",0.00113186921004046,"Positive",0.132499075673666,0.0494869883880497,12.207947846473,0.000475863503519136,0.00421932306453634,2003,1390,175
"120","g_Prevotella_9",0.000387629177083277,"Positive",1.20920982698949e-09,"Boundary",0.00211370909722875,"Positive",0.00045392202141697,"Positive",0.0119495527425171,"Positive",0.141813850353051,0.0500097315211134,15.1221181700303,0.000100775635732409,0.00244862504336958,2003,1390,175
"121","g_Rikenellaceae_RC9_gut_group",0.00226824253319853,"Positive",6.81263529392286e-05,"Positive",0.000740039178196782,"Positive",0.000605501830321121,"Positive",0.00590801492375134,"Positive",0.0771684024859447,0.0440324370756502,4.10927071584774,0.0426487493765864,0.0709035458385749,2003,1390,175
"122","g_Ruminococcaceae_UCG-009",3.19129743053829e-05,"Positive",3.87943807533226e-11,"Boundary",2.24704987871563e-05,"Positive",2.52722319056715e-05,"Positive",0.000222677549204017,"Positive",0.0743236001713126,0.0476581766272243,3.0088437452996,0.08281134304312,0.115946522242931,2003,1390,175
"123","g_Ruminococcaceae_UCG-011",1.05765509346449e-05,"Positive",7.07494154009103e-06,"Positive",1.3012088136574e-05,"Positive",2.50619576595547e-07,"Positive",9.86666588522198e-05,"Positive",0.100416745443436,0.0495988053403644,5.78581589713576,0.0161559973420586,0.0383704936873892,2003,1390,175
"124","o_Mollicutes_RF39",0.00080883385300866,"Positive",3.21022495182394e-10,"Boundary",0.000415950143944874,"Positive",0.000468381867521184,"Positive",0.00317238179189046,"Positive",0.0854888587838362,0.0528072464333264,3.10500815431351,0.0780518403662189,0.1116225243947,2007,1237,206
"125","g_Candidatus_Methanogranum",0.000595332833406051,"Positive",3.83039009685566e-10,"Boundary",0.000674471434819831,"Positive",0.000621721568445867,"Positive",0.00378523623156015,"Positive",0.11881269308157,0.0644481173893158,4.67524280921316,0.0306003767624734,0.0557513713617666,2004,1023,216
"126","o_WCHB1-41",0.00360866935754853,"Positive",2.22297085304039e-05,"Positive",0.000716071517540701,"Positive",0.00279499458506008,"Positive",0.0206570825767282,"Positive",0.0257588505944053,0.0425020524542635,0.441370743807965,0.506461596667162,0.530388916194744,2007,1237,206
"127","f_Prevotellaceae",0.00115186571580103,"Positive",1.17737008311601e-09,"Boundary",0.00154596716024457,"Positive",0.000824169880460437,"Positive",0.0116349086747695,"Positive",0.101997497786108,0.0530116215682205,4.939831711843,0.0262445917710895,0.0534427271204172,2007,1237,206
"128","g_CAG-873",0.000117800732358714,"Positive",1.17990238167344e-10,"Boundary",0.000356580784337143,"Positive",0.000231014883622598,"Positive",0.00228158706707698,"Positive",0.119378220249276,0.0638723755671599,3.76512098043167,0.0523320722687876,0.0818843013146912,2007,1237,206
"129","g_Candidatus_Methanogranum",0.000423967664564343,"Positive",3.32551153872001e-10,"Boundary",0.00071704869255688,"Positive",0.000596394535348605,"Positive",0.00328630934357511,"Positive",0.142732598831082,0.0761145805949335,2.96752465213285,0.0849517516982248,0.117693572665249,2007,1237,206
"130","g_Christensenellaceae_R-7_group",2.05109813648718e-05,"Positive",7.6511168789729e-11,"Boundary",0.000169182980542083,"Positive",1.6858373965526e-06,"Positive",0.000756092306263108,"Positive",0.178562477867233,0.0628221935541323,8.61389497561686,0.00333608129121965,0.0153776576319408,2007,1237,206
"131","g_Collinsella",0.000125885225516585,"Positive",9.07029763752564e-11,"Boundary",0.000145167857072329,"Positive",8.22945770344083e-05,"Positive",0.000896337406385329,"Positive",0.116163544307686,0.0548084244264345,5.71882439359342,0.0167839646284762,0.0391625841331111,2007,1237,206
"132","g_Family_XIII_AD3011_group",4.43335169511871e-05,"Positive",4.73901900621144e-11,"Boundary",8.01891236358985e-05,"Positive",2.86197640494314e-05,"Positive",0.000468315393230814,"Positive",0.129033890629653,0.0571441644948593,6.31255203482942,0.0119886151576434,0.0318897163193314,2007,1237,206
"133","g_Libanicoccus",5.30988125341626e-06,"Positive",1.59158177258612e-11,"Boundary",4.76764706183766e-05,"Positive",2.52475691205485e-05,"Positive",0.000157281969688393,"Positive",0.202434185050814,0.0751863945484891,8.67603955526465,0.00322420886205943,0.0153776576319408,2007,1237,206
"134","g_Prevotella_2",4.64434231380208e-05,"Positive",9.68291072708963e-11,"Boundary",0.000223672885028433,"Positive",5.06656832618194e-05,"Positive",0.000956876547410395,"Positive",0.175064668123602,0.0619849441779799,11.9577387661648,0.00054420875447414,0.00452373527156629,2007,1237,206
"135","g_Prevotella_9",0.0013080162794019,"Positive",9.70476362692773e-10,"Boundary",0.00165922429183751,"Positive",0.00121345012287195,"Positive",0.00959036076495951,"Positive",0.120486382600466,0.0621434676263452,4.69313367417453,0.0302833704245132,0.0557513713617666,2007,1237,206
