"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust","n_samples","n_snames","model_number"
"396","pc2_bc",0.00237097464640958,"Positive",1.86322747680033e-09,"Boundary",0.00241684705533468,"Positive",0.00100356374569949,"Positive",0.0184126315453159,"Positive",0.0998531305778107,0.0553945660352196,3.11938575747718,0.0773659418474041,0.15297356683464,2000,200,"3-6"
"397","pc3_bc",0.000937485661303579,"Positive",9.46215503698555e-10,"Boundary",0.000677721963357245,"Positive",0.000122021857978598,"Positive",0.00935061212278055,"Positive",0.0611229786318782,0.0364660973258663,2.80587381785335,0.093919660088961,0.170229383911242,2000,200,"3-6"
"398","pc4_bc",0.00108152843478869,"Positive",9.49262330401248e-10,"Boundary",0.00119913661800617,"Positive",5.96062306764759e-05,"Positive",0.0093807212201171,"Positive",0.102306739000398,0.0439280124098241,6.23680319293999,0.0125122127390741,0.0435425003319779,2000,200,"3-6"
"399","pc5_bc",0.000498831065148912,"Positive",6.97630026569183e-10,"Boundary",0.000274627143316128,"Positive",3.88963244738355e-09,"Boundary",0.00689406140372405,"Positive",0.035816925538464,0.014016118256637,1.84857839498545,0.173948826000343,0.267859281036809,2000,200,"3-6"
"400","asv_shannon_h",0.0445136789652553,"Positive",2.65707774055063e-08,"Boundary",0.0256963910294805,"Positive",0.00839437100528731,"Positive",0.262575525711089,"Positive",0.0753162305394903,0.043692864393268,3.1896662504173,0.0741051397661614,0.149933654875722,2000,200,"3-6"
"401","c_Alphaproteobacteria",1.80572025223004e-05,"Positive",4.18387168040755e-07,"Positive",9.80332098964159e-12,"Boundary",2.23965730608243e-06,"Positive",0.000153176873891574,"Positive",5.63758748062256e-08,1.46002959082336e-09,-3.41378836310469e-06,1,1,2000,200,"4-7"
"402","c_Bacilli",0.00216698589230043,"Positive",9.28238288491564e-10,"Boundary",0.000256698227386673,"Positive",3.16065560623483e-09,"Boundary",0.00917295918241837,"Positive",0.0221355551075828,0.0109256557739841,2.19091878155086,0.138826482680789,0.215420404159846,2000,200,"4-7"
"403","c_Gammaproteobacteria",0.000106761633525133,"Positive",5.76915968672141e-06,"Positive",0.000158339740546043,"Positive",0.000221706853147076,"Positive",0.00149328706138951,"Positive",0.0797334081296581,0.0576118607962763,2.60595007258416,0.106463338257418,0.180786800814483,2000,200,"4-7"
"404","f_Acidaminococcaceae",8.81711516052126e-05,"Positive",2.64095696595745e-05,"Positive",1.22324333860719e-05,"Positive",9.53538407830244e-05,"Positive",0.00110441002893971,"Positive",0.00922105023780886,0.0411273236800612,0.0456998256977386,0.830722384460502,0.869360634900525,2000,200,"4-7"
"405","f_Atopobiaceae",8.50497491643801e-05,"Positive",5.5174169504026e-11,"Boundary",7.67901495923313e-05,"Positive",3.48952093573798e-11,"Boundary",0.000545237587222047,"Positive",0.108602156529291,0.0216730339542773,11.7545511769367,0.000606946450496082,0.00630015207006895,2000,200,"4-7"
"406","f_Bacteroidales_RF16_group",7.59581030205696e-05,"Positive",1.81247178151014e-05,"Positive",0.000210151505413919,"Positive",6.43613908559385e-10,"Boundary",0.00108416901291149,"Positive",0.151361929251954,0.0360506000338969,10.8274354581663,0.0010000705994202,0.008182395813438,2000,200,"4-7"
"407","f_Burkholderiaceae",1.20515728882418e-05,"Positive",1.92616665695028e-06,"Positive",1.73195433804864e-05,"Positive",3.1467022648602e-05,"Positive",0.000346768626306054,"Positive",0.0422909662013388,0.0419493117972749,1.42999140374741,0.231765841401209,0.316044329183467,2000,200,"4-7"
"408","f_Clostridiaceae_1",0.000165435933898091,"Positive",1.86061108309905e-05,"Positive",9.682940834261e-11,"Boundary",4.52284308250838e-06,"Positive",0.00151295934167243,"Positive",5.69074487182932e-08,1.40838238544412e-09,8.9074092102237e-08,0.999761869097859,1,2000,200,"4-7"
"409","f_Clostridiales_vadinBB60_group",3.28718686350886e-05,"Positive",4.43228454574098e-11,"Boundary",2.30193620062722e-05,"Positive",2.80322293104611e-11,"Boundary",0.000438003535590153,"Positive",0.0466078205476862,0.0148248308797024,4.82941219911663,0.0279781678608206,0.078688597108558,2000,200,"4-7"
"410","f_Desulfovibrionaceae",2.37632909014288e-05,"Positive",7.55831470721612e-06,"Positive",0.000153358136680654,"Positive",1.7549857159362e-10,"Boundary",0.00074011831951449,"Positive",0.165828751066828,0.0353673636720614,11.6851318747795,0.000630015207006895,0.00630015207006895,2000,200,"4-7"
"411","f_Eggerthellaceae",4.46683398512957e-05,"Positive",3.79798235530374e-11,"Boundary",2.93487459565272e-05,"Positive",1.39589696987976e-05,"Positive",0.000375321052284551,"Positive",0.0633475647852019,0.0371187887430385,4.35398509098013,0.0369224531441955,0.0923061328604888,2000,200,"4-7"
"412","f_Enterobacteriaceae",2.19614672492124e-05,"Positive",6.84074624983983e-06,"Positive",1.17591819617998e-05,"Positive",1.28297714606173e-10,"Boundary",0.000299687865214548,"Positive",0.0345604792922316,0.0219529278132016,1.66418569768757,0.197039125695724,0.277086270509611,2000,200,"4-7"
"413","f_Erysipelotrichaceae",6.80628172183034e-05,"Positive",1.30065123153984e-10,"Boundary",3.55997197672674e-05,"Positive",9.30759897817363e-06,"Positive",0.0012853187382375,"Positive",0.0254594863140938,0.0256482444532315,1.21620598233858,0.270106516640344,0.357493919082808,2000,200,"4-7"
"414","f_Family_XI_2II",0.000163285560093047,"Positive",1.60323341332143e-06,"Positive",5.31980762754778e-05,"Positive",5.88802822758167e-05,"Positive",0.00106577767124815,"Positive",0.0396189025287062,0.037942335094482,1.29869803997281,0.25445117857576,0.341800090624155,2000,200,"4-7"
"415","f_Lachnospiraceae",0.000313672045921038,"Positive",7.07904486479744e-10,"Boundary",0.000509063643787877,"Positive",0.00011057152400974,"Positive",0.00699559481658739,"Positive",0.0642035424819408,0.0357282269588145,4.27041610292508,0.0387814326988926,0.0943332146729819,2000,200,"4-7"
"416","f_Pasteurellaceae",6.50008020148549e-05,"Positive",5.7460909420588e-11,"Boundary",7.47212058749447e-05,"Positive",3.28072333253956e-11,"Boundary",0.000567835418162115,"Positive",0.105604426709454,0.0219081865911364,8.64324039651001,0.00328277035089364,0.0155499648200225,2000,200,"4-7"
"417","f_Prevotellaceae",0.00183888787072313,"Positive",3.40336964209074e-05,"Positive",0.00268763223526588,"Positive",0.000346589555393732,"Positive",0.0185091011674578,"Positive",0.114776399450666,0.0502607587542907,6.37863167004707,0.0115502446549541,0.0459267529310214,2000,200,"4-7"
"418","f_Ruminococcaceae",0.000612608855611631,"Positive",6.73773161598873e-10,"Boundary",0.000672085646239662,"Positive",0.000475245285626594,"Positive",0.00665830507767469,"Positive",0.0798367834641976,0.0497709903025568,3.37657968831809,0.0661291562022254,0.129383131700006,2000,200,"4-7"
"419","f_vadinBE97",8.06509528382934e-05,"Positive",4.46144664722342e-05,"Positive",0.000153014738089469,"Positive",0.000334887805887939,"Positive",0.00198167467535866,"Positive",0.0589687928703368,0.0608919947900482,1.12340268370281,0.289186946167952,0.371811787930224,2000,200,"4-7"
"420","f_Veillonellaceae",0.000599862163747242,"Positive",0.000221130382057889,"Positive",3.43598924690034e-10,"Boundary",0.000302736140926253,"Positive",0.00536873261746069,"Positive",5.29227500029886e-08,1.56327526077985e-09,-5.0019625632558e-06,1,1,2000,200,"4-7"
"421","g_[Eubacterium]_coprostanoligenes_group",7.8925110874169e-05,"Positive",8.43532719287503e-11,"Boundary",8.77812762433679e-06,"Positive",7.80724272229053e-05,"Positive",0.000833588885417859,"Positive",0.00878370848094944,0.0332754366269936,0.0711400309428427,0.789684071721572,0.836136075940488,2000,200,"4-7"
"422","g_[Eubacterium]_hallii_group",3.13061414992779e-05,"Positive",1.6232191441599e-06,"Positive",3.52572498714328e-05,"Positive",1.91348441424766e-05,"Positive",0.000511656353796655,"Positive",0.0588623641373858,0.0471777158005374,1.54566239435007,0.21377693304666,0.295998830372298,2000,200,"4-7"
"423","g_[Eubacterium]_ruminantium_group",3.26068339715162e-05,"Positive",6.79702955201274e-11,"Boundary",1.43308783101387e-05,"Positive",2.94654341041543e-05,"Positive",0.000671690399063634,"Positive",0.0191565307510491,0.0326658663410465,0.309922373093286,0.577727824213323,0.656182627630271,2000,200,"4-7"
"424","g_Acidaminococcus",0.000112738059117346,"Positive",1.96062480206074e-05,"Positive",1.96974193666396e-05,"Positive",0.000144908816880061,"Positive",0.00111827393617941,"Positive",0.0139182296879905,0.043398822212573,0.111037435655817,0.738966107375311,0.801288550166,2000,200,"4-7"
"425","g_Alloprevotella",5.92625768865084e-05,"Positive",2.17344842612345e-10,"Boundary",0.000249598694946838,"Positive",0.000131505196357016,"Positive",0.00214782711994357,"Positive",0.0964374052740869,0.0559983011075286,2.95085559480867,0.0858321054876268,0.157650805997682,2000,200,"4-7"
"426","g_Bifidobacterium",0.00229281701227265,"Positive",3.07907813997137e-09,"Boundary",0.00302981107153964,"Positive",0.000603394698453824,"Positive",0.0304278098066096,"Positive",0.0833422668026867,0.0423169051955253,4.88057918974937,0.027160503956116,0.078688597108558,2000,200,"4-7"
"427","g_Butyricicoccus",2.10124688897433e-05,"Positive",2.4065695963224e-11,"Boundary",2.99292105001529e-06,"Positive",3.15193883746589e-06,"Positive",0.000237820018312195,"Positive",0.0112950061998436,0.0217915849345873,0.300972412476767,0.583273446782463,0.656182627630271,2000,200,"4-7"
"428","g_CAG-873",0.000108999085084254,"Positive",2.3553069035988e-10,"Boundary",0.000332932969487381,"Positive",1.27477806183709e-10,"Boundary",0.00188984520015389,"Positive",0.142780755315303,0.0258506385682109,10.3002306388971,0.00133013583364205,0.00920863269444499,2000,200,"4-7"
"429","g_Campylobacter",2.90708498961585e-05,"Positive",3.95862193106049e-11,"Boundary",0.000114601000976651,"Positive",7.06868876454024e-05,"Positive",0.000391195642783206,"Positive",0.189249714020197,0.0845786914130232,6.13477381463053,0.0132548502420485,0.0474045091991683,2000,200,"4-7"
"430","g_Candidatus_Methanogranum",0.000641254824839856,"Positive",4.38500951017199e-10,"Boundary",0.000844708018646853,"Positive",1.79123490651567e-09,"Boundary",0.00433331761359352,"Positive",0.14515672534015,0.025069330822718,14.894377243927,0.000113701380326847,0.00255828105735406,2000,200,"4-7"
"431","g_Christensenellaceae_R-7_group",4.49121202165952e-05,"Positive",8.41204652472304e-11,"Boundary",0.000113449750310443,"Positive",2.24928516460174e-06,"Positive",0.000831288262599933,"Positive",0.114376254887277,0.0485252698156286,6.35894672284303,0.0116790854256441,0.0459267529310214,2000,200,"4-7"
"432","g_Collinsella",7.40937739907751e-05,"Positive",1.12362595360983e-10,"Boundary",0.000239308500587062,"Positive",2.62625015389108e-10,"Boundary",0.00111038029098307,"Positive",0.168079342554046,0.0274951949089688,12.1408909251604,0.00049328205606114,0.00630015207006895,2000,200,"4-7"
"433","g_Coprococcus_2",4.78891093114165e-05,"Positive",6.71118583434346e-11,"Boundary",4.24452668396954e-11,"Boundary",2.79355301917167e-05,"Positive",0.000663207222620578,"Positive",5.74336002584013e-08,1.36241145251793e-09,-5.56486156710889e-06,1,1,2000,200,"4-7"
"434","g_Coriobacteriaceae_UCG-003",3.21932960596078e-05,"Positive",3.59388805904341e-11,"Boundary",4.50931425452876e-05,"Positive",2.27297442543573e-11,"Boundary",0.000355152215551876,"Positive",0.104276377687524,0.0218683211801677,9.28652560663431,0.00230845583276451,0.0129850640593004,2000,200,"4-7"
"435","g_Dialister",0.000178835802876131,"Positive",5.27197111975702e-05,"Positive",5.70443699062959e-06,"Positive",1.95663553177221e-05,"Positive",0.00209311447094293,"Positive",0.00242748117130132,0.0251121335496119,0.00869151509868971,0.925722195645788,0.957643650668057,2000,200,"4-7"
"436","g_Elusimicrobium",5.67147567852295e-05,"Positive",6.3789544502569e-10,"Boundary",2.9150995414279e-05,"Positive",0.000220106971527311,"Positive",0.00184258591161067,"Positive",0.0135676943044794,0.0434982972908038,0.0740401448529155,0.785542678426713,0.836136075940488,2000,200,"4-7"
"437","g_Enterorhabdus",2.02532491474582e-05,"Positive",2.03784641398656e-11,"Boundary",1.08152051226811e-05,"Positive",1.28884726119997e-11,"Boundary",0.000201382362775766,"Positive",0.04652684689312,0.0148474112092612,4.61895623942837,0.0316204738636572,0.0837012543449749,2000,200,"4-7"
"438","g_Erysipelotrichaceae_UCG-004",5.59513863388524e-05,"Positive",8.74707205034423e-11,"Boundary",7.52158366125121e-05,"Positive",1.23616473693171e-06,"Positive",0.000864395876341934,"Positive",0.0754573490635345,0.0369113321543725,5.95286988628322,0.0146933459992029,0.048977819997343,2000,200,"4-7"
"439","g_Faecalibacterium",0.000329625924580991,"Positive",3.1692244031031e-10,"Boundary",0.000135441626542856,"Positive",0.000420294639824795,"Positive",0.00313186457076999,"Positive",0.033715203022248,0.0459059088231299,0.570709876326873,0.449976968272836,0.532867462428359,2000,200,"4-7"
"440","g_Family_XIII_AD3011_group",7.81825290199104e-05,"Positive",6.1152393378412e-11,"Boundary",4.81281460267925e-05,"Positive",4.02031174628618e-05,"Positive",0.000604315093787971,"Positive",0.0624368690174531,0.0418160405599263,2.88882412238308,0.0891960043273041,0.160552807789147,2000,200,"4-7"
"441","g_Family_XIII_UCG-001",7.8257656879108e-05,"Positive",1.03882844942801e-05,"Positive",1.05351898559336e-05,"Positive",1.49151561824353e-05,"Positive",0.000550768804131836,"Positive",0.015845605356531,0.0313457593360268,0.270173557226371,0.603215372417298,0.664360676403268,2000,200,"4-7"
"442","g_GCA-900066575",7.67630653445854e-06,"Positive",1.02940618215765e-11,"Boundary",7.5683764518196e-06,"Positive",1.49166547549561e-07,"Positive",0.000101727121237437,"Positive",0.0646201592829741,0.0372975332866146,3.59787764584325,0.0578533855230244,0.120079749181409,2000,200,"4-7"
"443","g_Helicobacter",2.9773095594749e-05,"Positive",3.21731657380861e-08,"Positive",2.78608673212379e-05,"Positive",2.57221687134336e-05,"Positive",0.000296902852015178,"Positive",0.0732619384445298,0.0544654297196153,1.70225451751685,0.191993399144219,0.277086270509611,2000,200,"4-7"
"444","g_Lachnoclostridium",1.93273958821367e-05,"Positive",2.59911641356275e-11,"Boundary",2.05914169246861e-05,"Positive",4.85222870485179e-06,"Positive",0.000256847719680994,"Positive",0.0682696761595819,0.0411076234400195,3.38403077932162,0.0658308732140487,0.129383131700006,2000,200,"4-7"
"445","g_Lachnospira",1.90154122826163e-05,"Positive",9.20234653542354e-06,"Positive",1.42391468448367e-05,"Positive",8.3070928517127e-06,"Positive",0.000300548733549193,"Positive",0.0405312576096773,0.0403896660273502,1.19293975194341,0.274737374549882,0.358353097238977,2000,200,"4-7"
"446","g_Lachnospiraceae_FCS020_group",8.54135910394726e-06,"Positive",1.5411585174625e-11,"Boundary",5.84927028261481e-11,"Boundary",4.70605721853745e-06,"Positive",0.000152299084724174,"Positive",3.53330794330719e-07,7.79487338237502e-09,-3.44110230798833e-06,1,1,2000,200,"4-7"
"447","g_Lachnospiraceae_ND3007_group",2.50371016659686e-05,"Positive",1.31934165630459e-06,"Positive",7.96930576246501e-06,"Positive",1.06409871276803e-06,"Positive",0.000182580779554314,"Positive",0.0365613746186177,0.0375917727280067,0.623344171493954,0.429807278920931,0.521127408114615,2000,200,"4-7"
"448","g_Lachnospiraceae_NK3A20_group",0.000151776204013024,"Positive",8.40968939028278e-05,"Positive",1.4131168848976e-10,"Boundary",6.98713885807971e-05,"Positive",0.00220799489377861,"Positive",5.62157245316127e-08,1.48707351811987e-09,-2.44155671680346e-07,1,1,2000,200,"4-7"
"449","g_Lactobacillus",5.41105283765033e-05,"Positive",1.81628131239583e-05,"Positive",8.48957848261358e-05,"Positive",1.16941602820784e-05,"Positive",0.000847835928552548,"Positive",0.0835013773593534,0.0413927077495284,6.35019541573092,0.0117368368601499,0.0459267529310214,2000,200,"4-7"
"450","g_Libanicoccus",7.69488869384613e-06,"Positive",1.23264126551563e-06,"Positive",5.13734228622344e-05,"Positive",9.06959503078038e-11,"Boundary",0.000211621100556755,"Positive",0.188926955681097,0.0361874895553737,18.1012669999345,2.09462007277894e-05,0.00188515806550105,2000,200,"4-7"
"451","g_Marvinbryantia",2.3134244637947e-05,"Positive",2.60724404699531e-11,"Boundary",1.08888526483668e-05,"Positive",1.64896595061653e-11,"Boundary",0.000257650901909641,"Positive",0.0373322650954286,0.0145764668732421,3.28808584400576,0.069784332608072,0.130845623640135,2000,200,"4-7"
"452","g_Megasphaera",0.000744132937118307,"Positive",0.000100319895753722,"Positive",3.47617223044496e-10,"Boundary",0.000379842807388169,"Positive",0.0054315185224566,"Positive",5.22276007699395e-08,1.56233933812435e-09,-6.50626679998823e-06,1,1,2000,200,"4-7"
"453","g_Olsenella",2.13702390029798e-05,"Positive",1.90089541363143e-11,"Boundary",6.27406697780329e-06,"Positive",1.36518048658034e-05,"Positive",0.000187848704965868,"Positive",0.0273803552355574,0.0383736361160154,0.47728383561298,0.489655210198139,0.572324271660162,2000,200,"4-7"
"454","g_Oribacterium",6.8483366166759e-05,"Positive",9.75183551219778e-11,"Boundary",5.99378072224741e-05,"Positive",2.21604215216646e-05,"Positive",0.000963687775176936,"Positive",0.0537911241086412,0.0355322227112056,2.80476314695625,0.093984723557939,0.16585539451401,2000,200,"4-7"
"455","g_Peptococcus",1.43372152849563e-05,"Positive",1.53091844488931e-11,"Boundary",6.68445496796697e-06,"Positive",2.46076628365983e-06,"Positive",0.000151287148792384,"Positive",0.038247240615985,0.0353595301331515,0.878448730181844,0.348626911946819,0.435783639933524,2000,200,"4-7"
"456","g_Prevotella_2",8.84250171763047e-05,"Positive",1.4680624175035e-10,"Boundary",0.000244145166702122,"Positive",9.5007745289605e-05,"Positive",0.00145075642752097,"Positive",0.129979599612216,0.0602228463904638,4.90839650530506,0.0267264412305386,0.078688597108558,2000,200,"4-7"
"457","g_Prevotella_7",2.41826172594659e-05,"Positive",2.38724729071672e-06,"Positive",3.30356769048463e-07,"Positive",4.57723521733782e-05,"Positive",0.000434403034870592,"Positive",0.000651494103837546,0.0375319273294408,0.000282821545624756,0.986582369243047,0.997667564403082,2000,200,"4-7"
"458","g_Prevotella_9",0.00132398974932033,"Positive",2.15291755302411e-05,"Positive",0.00313984242761749,"Positive",7.01235447477184e-10,"Boundary",0.014240426988283,"Positive",0.1676747730404,0.0358995882062141,8.75310214642559,0.00309075850288609,0.0154537925144305,2000,200,"4-7"
"459","g_Prevotellaceae_NK3B31_group",4.62848220300487e-05,"Positive",2.43894707956463e-05,"Positive",9.66980674345338e-11,"Boundary",8.19022883953258e-05,"Positive",0.00151090714020576,"Positive",5.81298515687012e-08,1.36906677158213e-09,-1.55166890181135e-06,1,1,2000,200,"4-7"
"460","g_Prevotellaceae_UCG-003",0.000100450114950658,"Positive",2.34907439569193e-05,"Positive",0.000217849588493829,"Positive",0.000103064817306401,"Positive",0.00156266192423584,"Positive",0.108516923139503,0.0594941965407253,3.78090713805614,0.0518405483477931,0.116641233782534,2000,200,"4-7"
"461","g_Prevotellaceae_UCG-004",3.25005038719443e-05,"Positive",8.0996474434621e-11,"Boundary",7.62918612349224e-05,"Positive",7.60061082810697e-05,"Positive",0.000800416620516644,"Positive",0.0774367500405019,0.0532563549554665,2.67739701414575,0.101781973096247,0.176161107281966,2000,200,"4-7"
"462","g_Rikenellaceae_RC9_gut_group",0.000555596192430805,"Positive",5.73912175157933e-10,"Boundary",0.00157949164816696,"Positive",1.40652236666733e-09,"Boundary",0.00567146714619121,"Positive",0.202328844175299,0.029124852784977,15.7684979758833,7.15845574873475e-05,0.00214753672462042,2000,200,"4-7"
"463","g_Ruminiclostridium_6",3.21213371438142e-05,"Positive",7.74051405122015e-11,"Boundary",9.55131141750494e-05,"Positive",2.02526478159354e-05,"Positive",0.00076492663923789,"Positive",0.104635920846203,0.0519884161115592,4.19639645363532,0.0405099760088504,0.0959446800209615,2000,200,"4-7"
"464","g_Ruminiclostridium_9",4.07593254332405e-05,"Positive",3.29505812076564e-11,"Boundary",9.09120567176974e-06,"Positive",1.19734920585292e-05,"Positive",0.00032562149202655,"Positive",0.0234644731766772,0.0300632147221606,0.611368953474084,0.434272840095513,0.521127408114615,2000,200,"4-7"
"465","g_Ruminococcaceae_NK4A214_group",2.69790254222433e-05,"Positive",2.68056341202013e-11,"Boundary",2.71292549261172e-05,"Positive",1.69533718946779e-11,"Boundary",0.000264896407196289,"Positive",0.0850434249525075,0.0198597701027392,10.6156128877901,0.00112136779535621,0.00841025846517157,2000,200,"4-7"
"466","g_Ruminococcaceae_UCG-002",4.40333042945147e-05,"Positive",4.24600974892505e-11,"Boundary",0.000108347031267833,"Positive",1.7003188211959e-10,"Boundary",0.000419595642605233,"Positive",0.189425771626779,0.0288275867206916,10.9799069593209,0.00092105053913516,0.008182395813438,2000,200,"4-7"
"467","g_Ruminococcaceae_UCG-003",1.04847863615653e-05,"Positive",1.3974551082563e-11,"Boundary",3.3279938934207e-06,"Positive",5.38391635041551e-07,"Positive",0.000138098145984996,"Positive",0.0218301638521087,0.0253688662525276,0.72947583073983,0.393053144919339,0.484586069078638,2000,200,"4-7"
"468","g_Ruminococcaceae_UCG-005",4.90968425602406e-05,"Positive",6.56596134148585e-11,"Boundary",0.000134538132371698,"Positive",2.73755888530519e-10,"Boundary",0.000648855968618387,"Positive",0.161609058406466,0.0273188250943113,5.32120532834779,0.0210674340050493,0.067716752159087,2000,200,"4-7"
"469","g_Ruminococcaceae_UCG-008",8.21431870227258e-05,"Positive",4.48572792071397e-07,"Positive",5.79316486407594e-11,"Boundary",4.31578578072658e-05,"Positive",0.000905181912083958,"Positive",5.61934946367363e-08,1.37243397659333e-09,-4.56091584055685e-07,1,1,2000,200,"4-7"
"470","g_Ruminococcaceae_UCG-009",1.32200418352803e-05,"Positive",2.28384922627191e-11,"Boundary",4.9888393360899e-05,"Positive",6.29405357986902e-11,"Boundary",0.000225692648009966,"Positive",0.172743045106788,0.0271275435497685,12.7967844039067,0.000347215642266474,0.00520823463399711,2000,200,"4-7"
"471","g_Ruminococcaceae_UCG-010",1.55240462661017e-05,"Positive",1.82871518881538e-11,"Boundary",2.00545218762204e-05,"Positive",7.15125023710667e-06,"Positive",0.000180715770845133,"Positive",0.0897512468450251,0.0552343399414095,2.03724700141174,0.153487212154797,0.230230818232196,2000,200,"4-7"
"472","g_Ruminococcaceae_UCG-011",6.1307933042207e-06,"Positive",1.1140422944346e-11,"Boundary",1.67583705944455e-05,"Positive",3.24864711946465e-11,"Boundary",0.000110090960705174,"Positive",0.126021577633802,0.0244818872684806,9.9284227465796,0.00162745931146024,0.0104622384308159,2000,200,"4-7"
"473","g_Ruminococcaceae_UCG-013",5.43304131674343e-05,"Positive",3.94249634331498e-11,"Boundary",3.22768535089137e-05,"Positive",1.80645958573858e-05,"Positive",0.000389602093367975,"Positive",0.0653015408742705,0.0445618692292213,2.08891065912394,0.148371834274262,0.226329916689553,2000,200,"4-7"
"474","g_Ruminococcaceae_UCG-014",0.000401641719919299,"Positive",3.22469431083878e-10,"Boundary",0.000355801598286246,"Positive",0.000216250699102845,"Positive",0.00318668058146685,"Positive",0.0855215227044491,0.0497159566158254,3.65196224372085,0.0560031941493339,0.120006844605715,2000,200,"4-7"
"475","g_Ruminococcus_1",6.93922825615205e-05,"Positive",1.02998021312482e-10,"Boundary",0.000171607861352192,"Positive",1.5086727646893e-05,"Positive",0.00101783847648064,"Positive",0.134707930681653,0.0578234339784904,6.40545769308847,0.0113770094697838,0.0459267529310214,2000,200,"4-7"
"476","g_Senegalimassilia",2.7268961377566e-05,"Positive",2.13924724016304e-11,"Boundary",1.67635774195323e-05,"Positive",1.20064002758338e-05,"Positive",0.000211402910851754,"Positive",0.0626811999817801,0.0398682594025066,3.57357901132309,0.0587056551553554,0.120079749181409,2000,200,"4-7"
"477","g_Slackia",9.71121852410281e-06,"Positive",1.47062567546331e-11,"Boundary",9.11629655116324e-06,"Positive",1.01207793644692e-05,"Positive",0.000145328946897497,"Positive",0.0523091581662749,0.0398357684830282,2.38325886024904,0.122641467576545,0.193644422489282,2000,200,"4-7"
"478","g_Solobacterium",4.50257380643235e-05,"Positive",6.28551889660306e-06,"Positive",1.60166313504531e-05,"Positive",2.35698703213517e-05,"Positive",0.000626870753051308,"Positive",0.0223144803508789,0.0378469336050853,0.267066526244889,0.605306394056311,0.664360676403268,2000,200,"4-7"
"479","g_Streptococcus",1.331812806064e-06,"Positive",6.22441182742422e-11,"Boundary",5.56587481549981e-05,"Positive",1.11163314249139e-05,"Positive",0.000615103646718872,"Positive",0.0814664585782225,0.0398423554813837,6.07708762736002,0.0136946359908708,0.0474045091991683,2000,200,"4-7"
"480","g_Succinivibrio",9.28525499585888e-05,"Positive",1.26971375011854e-10,"Boundary",1.41388362927688e-10,"Boundary",0.000504228053597005,"Positive",0.00125474595775614,"Positive",7.63507476305283e-08,3.65439992795542e-09,2.64526534010656e-07,0.999589630889298,1,2000,200,"4-7"
"481","g_Treponema_2",0.000182383636898262,"Positive",0.000110289996341727,"Positive",8.05954883282289e-06,"Positive",0.000257339335907267,"Positive",0.00225561240288079,"Positive",0.00286441057172706,0.0461465667877002,0.00325426338713442,0.954508431489692,0.97620180493264,2000,200,"4-7"
"482","o_Bacteroidales",0.00186453616200596,"Positive",5.18697429925979e-05,"Positive",0.000801114038696426,"Positive",0.000523753166393536,"Positive",0.0168225100442446,"Positive",0.0399283640843882,0.0347564660456417,1.67595675111534,0.195462572630315,0.277086270509611,2000,200,"4-7"
"483","o_Betaproteobacteriales",2.02058117988948e-05,"Positive",5.0067410027961e-11,"Boundary",7.74620685379884e-05,"Positive",2.44662860130934e-05,"Positive",0.000494771993624851,"Positive",0.125565389482276,0.0564354923236444,6.15604700687982,0.0130963568187613,0.0474045091991683,2000,200,"4-7"
"484","o_Campylobacterales",5.22917121000711e-05,"Positive",5.32002653460746e-11,"Boundary",4.56252785231527e-05,"Positive",7.17724662235919e-05,"Positive",0.00052573123578688,"Positive",0.0656081642609583,0.0494561024848632,2.45551213735234,0.117112965981348,0.188217266755737,2000,200,"4-7"
"485","o_Clostridiales",0.00123402390340008,"Positive",1.47399153188698e-09,"Boundary",0.00118915318194814,"Positive",0.000854518145040355,"Positive",0.0145661564760507,"Positive",0.0666421747547369,0.0431145897184181,3.3227051904114,0.0683293095096169,0.130843358635437,2000,200,"4-7"
"486","o_Coriobacteriales",0.000221412111851124,"Positive",1.50193615787462e-10,"Boundary",0.000282972962752586,"Positive",4.59073221110955e-10,"Boundary",0.00148423085339119,"Positive",0.142296394227029,0.0248331867997138,16.7127967891629,4.34866768449504e-05,0.00195690045802277,2000,200,"4-7"
"487","o_Gastranaerophilales",0.000197189606948547,"Positive",6.92898843942489e-06,"Positive",0.000299932869276853,"Positive",3.45029273795676e-10,"Boundary",0.00261778532037532,"Positive",0.0960757582091362,0.028724556941695,5.16001842900914,0.0231126520815504,0.0717289202530876,2000,200,"4-7"
"488","o_Lactobacillales",4.95411544598199e-05,"Positive",1.2430975719133e-10,"Boundary",0.000154269606779088,"Positive",1.92280116005041e-05,"Positive",0.00122844353958447,"Positive",0.106284170496924,0.042525969424363,9.09733687636253,0.00255981939496874,0.0135519850321875,2000,200,"4-7"
"489","o_Mollicutes_RF39",0.000353181984419528,"Positive",3.51059471557602e-10,"Boundary",0.000455588084811891,"Positive",0.000183744168051432,"Positive",0.00346921070066215,"Positive",0.102110294852677,0.0534276214248067,4.3641908575737,0.0367019094140394,0.0923061328604888,2000,200,"4-7"
"490","o_WCHB1-41",0.00155259589461871,"Positive",1.93166114408322e-09,"Boundary",0.00335028272494074,"Positive",0.00126891509467779,"Positive",0.0190889010382597,"Positive",0.132628278896276,0.0628168175964973,4.63628555760442,0.0313026842636317,0.0837012543449749,2000,200,"4-7"
